2021-11-26,20:21:54.831 DEBUG    [remote_connection.py:435] GET http://localhost:51041/session/6625c7a6a652c8ab85e673820ef48305/element/39f78725-1cf5-4617-8811-306fac444c0e/text {"id": "39f78725-1cf5-4617-8811-306fac444c0e"}
2021-11-26,20:21:54.839 DEBUG    [connectionpool.py:452] http://localhost:51041 "GET /session/6625c7a6a652c8ab85e673820ef48305/element/39f78725-1cf5-4617-8811-306fac444c0e/text HTTP/1.1" 200 19
2021-11-26,20:21:54.839 DEBUG    [remote_connection.py:486] Finished Request
2021-11-26,20:22:04.832 DEBUG    [remote_connection.py:435] POST http://localhost:51041/session/6625c7a6a652c8ab85e673820ef48305/element {"using": "css selector", "value": "#TopLevelEvents > div.Game > main > div.Footer > span.Label > span.Label__text"}
2021-11-26,20:22:04.840 DEBUG    [connectionpool.py:452] http://localhost:51041 "POST /session/6625c7a6a652c8ab85e673820ef48305/element HTTP/1.1" 200 88
2021-11-26,20:22:04.840 DEBUG    [remote_connection.py:486] Finished Request
2021-11-26,20:22:04.840 DEBUG    [remote_connection.py:435] GET http://localhost:51041/session/6625c7a6a652c8ab85e673820ef48305/element/39f78725-1cf5-4617-8811-306fac444c0e/text {"id": "39f78725-1cf5-4617-8811-306fac444c0e"}
2021-11-26,20:22:04.848 DEBUG    [connectionpool.py:452] http://localhost:51041 "GET /session/6625c7a6a652c8ab85e673820ef48305/element/39f78725-1cf5-4617-8811-306fac444c0e/text HTTP/1.1" 200 19
2021-11-26,20:22:04.848 DEBUG    [remote_connection.py:486] Finished Request
2021-11-26,20:22:14.836 DEBUG    [remote_connection.py:435] POST http://localhost:51041/session/6625c7a6a652c8ab85e673820ef48305/element {"using": "css selector", "value": "#TopLevelEvents > div.Game > main > div.Footer > span.Label > span.Label__text"}
2021-11-26,20:22:14.854 DEBUG    [connectionpool.py:452] http://localhost:51041 "POST /session/6625c7a6a652c8ab85e673820ef48305/element HTTP/1.1" 200 88
2021-11-26,20:22:14.855 DEBUG    [remote_connection.py:486] Finished Request
